4096 24576
3089 2828 7
3089 1502 9
3089 2894 7
3089 3200 4
3089 2227 9
3089 2483 7
3090 3918 5
3090 3274 3
3090 2318 6
3090 1762 2
3091 2416 1
3091 2081 6
3091 3583 6
3092 2357 8
3092 1319 2
3092 657 3
3092 4073 7
3092 1517 5
3093 3633 10
3093 1945 8
3093 2331 5
3093 3289 6
3093 763 5
3093 3895 6
3093 1698 3
3094 1658 3
3094 31 8
3094 2042 6
3094 2543 8
3094 413 8
3094 831 3
3095 2182 2
3095 3657 2
3095 3790 4
3096 2894 9
3096 1186 9
3096 3197 2
3096 1102 4
3096 1728 5
3096 689 8
3096 1189 6
3097 2347 1
3097 2034 9
3097 1046 8
3097 2342 3
3097 3731 8
3097 3407 5
3097 1307 4
3098 1156 5
3098 1946 5
3098 2779 8
3098 743 6
3098 334 8
3098 1101 9
3098 1831 4
3098 1158 8
3099 3068 2
3099 954 4
3099 3810 2
3099 467 7
3100 37 8
3100 339 1
3100 74 7
3101 2022 4
3101 419 1
3101 615 5
3101 1498 6
3101 548 10
3101 1759 2
3101 1873 2
3101 3670 4
3101 2614 9
3101 1278 1
3101 908 9
3101 1115 6
3102 2677 5
3102 1732 3
3102 3546 4
3102 3924 1
3102 2665 1
3102 1387 2
3103 3622 6
3103 1333 8
3103 1977 10
3103 4051 5
3103 2720 5
3103 2555 3
3103 607 6
3103 3498 4
3104 799 2
3104 3439 1
3104 1422 8
3104 3862 6
3104 959 1
3104 4029 2
3104 47 4
3105 2013 5
3105 3339 10
3105 2797 8
3105 3463 10
3105 1923 7
3106 2693 7
3106 276 5
3106 3223 2
3106 3887 6
3107 4060 1
3107 3765 3
3107 3480 6
3107 565 5
3107 3616 10
3108 3576 5
3108 2612 9
3108 4049 9
3108 762 5
3108 551 9
3108 1439 10
3108 2131 4
3108 544 10
3108 2124 7
3108 896 1
3109 163 4
3109 4021 5
3109 3887 4
3109 2329 4
3109 1714 8
3110 1209 5
3110 2238 5
3110 2096 10
3110 517 10
3110 2526 4
3111 2825 7
3111 2802 6
3111 3625 2
3111 255 6
3112 3419 7
3112 2404 9
3112 1538 6
3112 3235 2
3112 2416 9
3112 30 3
3112 3790 6
3113 977 10
3113 590 8
3113 535 9
3113 542 9
3113 553 3
3113 3670 5
3113 1373 6
3113 123 7
3113 735 9
3114 1218 9
3114 2397 8
3114 2703 9
3114 2846 9
3114 827 9
3114 491 1
3114 2986 10
3114 3797 3
3115 2170 2
3115 1397 3
3115 1185 2
3115 49 3
3115 1207 9
3116 3167 1
3116 466 7
3116 1659 4
3116 3479 9
3116 874 8
3117 3136 2
3117 1377 9
3117 879 2
3118 2961 4
3118 4020 10
3118 642 1
3118 2826 5
3118 3641 8
3118 3631 5
3118 1084 7
3119 324 8
3119 1660 6
3119 3774 10
3119 1663 6
3119 3907 1
3119 4027 1
3119 290 5
3119 963 6
3120 2344 7
3120 3325 9
3120 87 10
3120 1110 10
3120 1760 1
3120 825 9
3121 3647 9
3121 1213 5
3121 849 7
3121 1494 5
3121 3980 6
3121 922 8
3121 586 10
3121 1807 1
3121 3755 6
3121 2477 9
3122 302 5
3122 2174 9
3122 340 3
3122 2047 10
3122 1973 9
3122 3168 5
3123 2419 1
3123 3039 1
3123 4020 9
3123 2298 5
3123 1796 4
3123 3313 6
3123 542 4
3124 2913 2
3124 2069 4
3125 2407 1
3125 3566 7
3125 2190 10
3125 381 6
3126 2826 6
3126 2811 3
3126 305 2
3126 608 5
3126 3637 10
3126 617 2
3126 994 7
3126 1737 5
3126 761 4
3127 3223 2
3127 4070 3
3127 897 4
3127 2223 9
3127 2796 1
3127 2449 5
3128 1933 10
3128 450 9
3128 516 6
3128 1468 4
3128 2999 2
3129 3656 1
3129 3197 5
3129 2286 1
3129 3695 7
3129 3210 6
3129 2723 10
3129 930 2
3129 796 8
3130 2608 2
3130 3529 10
3130 2512 5
3131 3975 10
3131 1475 10
3131 1425 9
3131 2602 2
3131 2782 9
3131 1919 5
3131 1362 9
3131 214 3
3131 1476 4
3131 3714 4
3131 47 5
3131 1776 5
3131 714 5
3132 2815 2
3132 716 8
3132 1040 9
3132 415 1
3132 1683 5
3132 3396 1
3132 876 7
3132 2724 6
3133 1825 4
3133 2314 10
3133 3581 2
3133 2430 4
3133 282 6
3133 862 6
3133 2300 10
3133 2698 8
3133 3704 9
3134 1554 6
3134 939 10
3134 3315 9
3134 1561 3
3134 838 5
3135 2454 8
3135 2397 6
3135 1186 4
3135 1103 4
3136 2363 7
3136 698 5
3136 684 4
3136 3117 2
3136 2500 4
3137 3798 4
3137 4080 2
3137 2324 2
3137 739 6
3137 505 7
3138 2872 4
3138 476 7
3138 2891 10
3138 3213 10
3138 3634 4
3139 147 2
3139 282 3
3139 25 10
3139 2759 6
3140 465 1
3140 528 4
3140 2579 8
3140 2013 5
3140 3811 3
3140 694 4
3140 1180 6
3140 791 5
3141 3556 4
3141 3981 2
3142 3378 5
3142 3526 7
3142 2021 3
3142 2459 10
3142 3528 10
3142 3855 10
3142 3024 1
3143 3266 8
3143 1298 5
3143 2308 1
3143 236 7
3143 3047 5
3143 1001 7
3144 3633 3
3144 105 7
3144 2072 2
3144 2751 2
3144 1806 8
3144 4014 9
3144 720 4
3144 1813 1
3145 3026 4
3145 648 6
3145 2818 5
3145 1021 9
3145 1180 9
3145 1859 4
3145 1921 5
3145 1925 3
3146 477 5
3146 3051 9
3146 3474 4
3146 2718 10
3146 695 2
3146 2738 3
3147 181 9
3147 2138 4
3147 1474 9
3147 3440 10
3147 2442 10
3148 3753 7
3148 541 3
3148 1271 9
3148 2280 4
3148 1212 2
3148 3028 8
3148 3066 10
3148 3241 5
3148 1439 2
3149 3323 9
3149 3958 10
3149 2619 5
3149 4056 6
3149 3306 2
3150 2598 4
3150 1865 10
3150 300 8
3150 3693 7
3150 2055 4
3150 710 7
3150 2292 7
3150 3443 1
3150 498 8
3150 3295 3
3150 1591 1
3151 2208 6
3151 4032 7
3151 1800 5
3151 352 3
3151 780 2
3151 1835 2
3151 65 9
3151 956 2
3152 2303 3
3152 1494 8
3152 2362 7
3153 272 3
3153 2916 3
3153 2190 1
3153 633 4
3153 1862 2
3154 806 8
3154 3214 7
3154 15 10
3154 789 3
3154 1854 9
3154 575 2
3154 1241 8
3154 3633 7
3155 2771 7
3155 1776 7
3155 2664 1
3155 2994 9
3155 1300 8
3155 2878 4
3155 1185 9
3156 3652 2
3156 990 3
3156 205 5
3156 3316 5
3156 3237 9
3156 2604 4
3157 441 2
3157 241 8
3157 805 4
3157 3357 5
3157 1179 8
3158 2796 10
3158 3949 2
3159 530 9
3159 2938 6
3159 165 8
3159 3716 1
3160 3697 6
3160 3085 1
3160 29 8
3160 2242 9
3160 1622 9
3160 877 9
3160 1876 8
3161 329 2
3161 508 6
3161 3600 10
3161 1514 7
3161 3301 10
3161 1829 1
3162 2099 3
3162 2960 3
3162 3851 6
3162 1275 9
3162 2714 6
3163 2747 7
3163 294 10
3163 1226 5
3163 3453 2
3163 3326 8
3164 263 2
3164 2873 10
3164 3305 2
3164 417 10
3164 141 4
3165 1773 6
3165 3875 7
3165 2042 6
3165 2796 10
3165 1964 8
3165 2719 4
3165 2902 3
3165 2893 7
3165 239 10
3165 344 6
3166 2385 8
3166 472 9
3166 239 5
3166 2319 5
3166 2847 2
3166 2649 8
3167 3116 1
3167 347 6
3167 1848 3
3167 3705 4
3167 3340 8
3167 751 3
3167 695 9
3167 1393 7
3167 2153 1
3168 2148 1
3168 1848 4
3168 659 4
3168 2177 1
3168 2038 10
3168 2754 5
3168 1465 9
3168 3122 5
3168 2960 3
3169 1113 2
3169 3649 3
3169 3225 6
3169 2647 9
3169 1474 6
3170 2094 4
3170 740 1
3170 2325 5
3170 1224 7
3170 3048 4
3170 457 6
3171 2720 4
3171 3779 6
3171 2298 10
3171 1805 7
3172 1752 7
3172 3417 3
3172 3801 4
3172 2776 4
3172 2012 6
3172 3307 3
3172 2844 7
3173 2872 1
3173 957 4
3173 2252 4
3173 3174 9
3173 3675 1
3174 2599 8
3174 2037 6
3174 3173 9
3174 3304 3
3175 3000 5
3175 696 1
3175 3583 10
3175 2956 5
3175 899 7
3175 1427 7
3175 2211 10
3176 3065 2
3176 3351 3
3176 797 10
3176 1283 7
3176 120 8
3176 3194 3
3176 729 4
3177 2692 10
3177 3422 7
3178 2526 8
3178 3354 9
3178 790 3
3178 259 1
3178 55 3
3178 505 5
3178 68 8
3178 540 1
3178 3416 8
3178 3584 3
3178 1268 7
3178 729 2
3179 1840 3
3179 2573 2
3179 3843 3
3179 3823 9
3179 2592 8
3179 3453 4
3180 2886 3
3180 1236 5
3180 1562 6
3180 2156 7
3180 613 4
3181 2763 7
3181 912 1
3181 585 7
3182 2341 2
3182 754 7
3182 1028 1
3182 2006 4
3182 1767 5
3182 1965 3
3182 3078 8
3182 3587 2
3183 1418 2
3183 1086 9
3183 2082 9
3184 1415 7
3184 790 5
3184 3031 5
3184 1441 10
3184 3496 7
3185 966 1
3185 3562 5
3185 2816 8
3185 938 3
3185 2216 1
3185 1150 5
3185 1925 1
3186 1068 6
3186 2860 2
3186 1014 7
3187 469 6
3187 2987 5
3187 473 1
3187 3009 9
3187 917 10
3188 2700 10
3188 3394 3
3188 2324 8
3188 736 7
3189 2990 7
3189 3043 9
3189 896 8
3189 1146 1
3189 1360 10
3189 3906 6
3190 348 7
3190 3786 8
3190 1004 5
3190 2974 3
3191 558 9
3191 2854 5
3191 2777 7
3191 173 7
3191 3332 4
3192 450 7
3192 2464 9
3192 1195 9
3192 3235 7
3192 3336 2
3192 2254 6
3192 818 3
3192 3798 1
3193 810 8
3193 3606 2
3193 3025 6
3193 778 6
3193 977 7
3194 3549 2
3194 4015 3
3194 2736 7
3194 3550 6
3194 3889 4
3194 2921 5
3194 3176 3
3195 4 6
3195 1305 4
3195 4040 1
3195 1225 1
3195 3314 6
3195 1222 9
3195 1197 8
3195 3932 5
3195 3991 6
3196 493 7
3196 2644 7
3196 241 8
3196 562 5
3197 1097 3
3197 2632 6
3197 2480 3
3197 3129 5
3197 3096 2
3197 3585 8
3197 655 9
3197 2600 6
3198 491 4
3198 2467 2
3199 495 9
3199 3969 6
3199 3467 10
3199 45 2
3199 602 3
3200 763 6
3200 1876 10
3200 1188 8
3200 3089 4
3200 2316 1
3200 3761 10
3201 228 1
3201 3596 9
3201 215 1
3201 546 2
3201 1716 7
3202 1940 4
3202 2585 2
3202 1780 7
3202 262 5
3202 2560 7
3202 1845 6
3202 86 1
3203 1080 4
3204 1350 10
3204 606 9
3204 1391 7
3205 2634 8
3205 127 10
3206 2256 3
3206 2794 9
3206 2617 3
3206 1509 10
3206 2103 6
3206 1893 2
3207 238 5
3207 135 10
3207 3003 2
3207 2917 10
3207 3425 2
3207 2607 2
3207 2136 3
3208 2216 5
3208 1414 2
3208 1484 9
3209 3474 6
3209 3871 3
3209 78 1
3209 1613 4
3210 892 10
3210 3655 9
3210 3129 6
3210 832 9
3210 2100 5
3210 4092 3
3210 2112 1
3210 2649 2
3211 676 10
3211 3347 10
3211 424 9
3211 860 4
3211 3666 4
3211 1185 1
3212 1872 1
3212 1811 10
3212 213 9
3212 144 4
3212 3984 8
3212 3748 4
3212 1716 2
3212 2523 9
3212 482 4
3212 2002 1
3213 1501 6
3213 3333 5
3213 1641 9
3213 1867 7
3213 3138 10
3214 330 4
3214 3154 7
3214 710 3
3214 2139 1
3214 3269 3
3214 1694 3
3214 1437 5
3214 2333 4
3215 3433 4
3215 4 5
3215 2452 7
3215 3848 10
3215 944 7
3215 1822 7
3215 4025 6
3215 3936 9
3215 1309 10
3216 1496 1
3216 3341 6
3216 1435 3
3216 803 6
3216 3276 4
3216 971 8
3216 774 3
3216 2286 8
3216 1316 10
3217 3276 1
3217 797 5
3217 503 3
3218 4020 8
3218 2517 1
3218 452 6
3218 2644 10
3218 2338 9
3218 3013 10
3219 997 5
3219 3485 3
3219 556 2
3220 1037 5
3220 3610 9
3221 211 4
3221 4015 10
3221 831 10
3221 1715 3
3221 1365 7
3221 1098 2
3221 487 10
3221 111 1
3221 2022 10
3222 3957 7
3222 1276 1
3222 3879 9
3223 3127 2
3223 1973 9
3223 3891 10
3223 2944 6
3223 3106 2
3223 3939 3
3223 386 7
3223 1665 10
3224 2078 9
3224 1125 10
3224 1577 7
3224 3543 7
3225 853 3
3225 3798 8
3225 3801 7
3225 3169 6
3225 2880 1
3225 1540 10
3226 1518 7
3226 2083 9
3226 1616 9
3226 2814 7
3226 1787 8
3226 3727 4
3226 3708 6
3227 2186 7
3227 1693 8
3227 1577 10
3227 2225 3
3227 2065 4
3227 1931 7
3227 1138 1
3227 3381 3
3228 2675 1
3228 1153 1
3228 1507 4
3228 347 7
3228 1773 9
3229 2601 3
3229 133 1
3229 3813 10
3229 3061 1
3229 163 7
3229 168 3
3229 2578 3
3229 4076 2
3229 734 2
3229 999 6
3230 1907 2
3230 3972 4
3231 493 10
3231 870 1
3231 1613 7
3231 2118 7
3231 1742 9
3231 1165 9
3232 2074 10
3232 3320 3
3232 874 1
3232 2703 3
3233 1014 8
3233 1310 5
3233 3038 8
3233 2369 9
3233 984 9
3234 3684 4
3234 961 4
3234 1278 2
3234 1791 3
3234 3968 9
3234 1462 6
3234 2801 4
3234 146 6
3235 3717 8
3235 3445 10
3235 941 4
3235 1709 8
3235 3112 2
3235 3192 7
3235 3353 4
3235 2564 8
3235 639 6
3235 2140 7
3236 4056 4
3236 854 4
3236 719 9
3236 780 10
3237 2091 7
3237 2748 7
3237 1123 6
3237 773 4
3237 2572 8
3237 3240 6
3237 3156 9
3237 1985 4
3238 2845 2
3238 3011 2
3238 1830 9
3238 2768 7
3238 1079 8
3238 23 5
3238 1702 8
3239 3920 7
3239 2925 6
3239 2318 7
3239 3833 2
3239 1659 4
3240 164 9
3240 455 1
3240 3237 6
3240 3397 7
3240 1751 9
3240 1247 8
3240 3951 8
3241 659 5
3241 2424 6
3241 894 8
3241 4082 7
3241 2904 10
3241 3148 5
3242 444 8
3242 331 3
3242 3653 4
3242 166 4
3242 1331 7
3243 2053 8
3243 3411 6
3243 1266 7
3243 3971 1
3243 67 10
3243 866 9
3244 479 2
3244 2452 3
3244 434 5
3244 1926 2
3244 2563 3
3245 2434 5
3245 2808 7
3245 3612 4
3245 509 1
3245 146 5
3245 112 5
3246 726 1
3246 5 7
3246 1767 9
3246 213 5
3246 2630 6
3246 914 3
3246 2248 3
3247 295 3
3247 3251 10
3247 3771 3
3247 2556 5
3247 3851 3
3248 1227 4
3248 1444 10
3248 2455 4
3248 3500 9
3249 2382 4
3249 3745 1
3249 4040 10
3249 239 2
3249 3552 2
3249 1812 1
3249 404 9
3249 879 6
3250 593 2
3250 2620 8
3251 960 9
3251 2935 5
3251 3247 10
3251 923 1
3251 3362 4
3251 2746 4
3252 563 3
3252 228 9
3252 3501 6
3252 699 6
3253 72 7
3253 2701 2
3253 1265 3
3254 350 3
3254 213 1
3254 3267 7
3254 2167 4
3255 2325 1
3255 2896 8
3255 3789 9
3256 1296 4
3256 2459 3
3257 3485 3
3257 3459 7
3257 2028 10
3257 3655 4
3257 1965 9
3257 1673 6
3257 1843 10
3258 3491 5
3258 1532 9
3258 2204 4
3258 1427 10
3258 2541 2
3258 1947 5
3259 3718 6
3259 1105 5
3260 2498 3
3260 3322 6
3260 1985 5
3260 434 5
3260 2948 5
3260 1763 9
3260 248 2
3260 1467 7
3261 1719 4
3261 263 7
3261 3514 8
3261 2057 4
3261 1461 6
3261 993 10
3261 417 4
3261 1400 7
3261 1956 8
3262 3824 6
3262 964 10
3262 3822 8
3262 3459 8
3262 3676 1
3262 2537 6
3262 2853 7
3262 3629 1
3263 2855 8
3263 1975 1
3264 1607 1
3264 855 5
3264 1423 7
3265 1692 7
3265 1080 3
3265 28 9
3265 86 4
3265 3955 8
3265 2773 6
3265 1108 7
3265 55 6
3265 3905 7
3265 3796 7
3266 3143 8
3266 3808 8
3266 1687 5
3266 2304 1
3267 1328 6
3267 1150 9
3267 323 10
3267 2591 9
3267 2083 8
3267 1145 9
3267 3254 7
3268 2660 6
3268 2134 6
3268 317 2
3268 3971 6
3268 268 4
3269 155 10
3269 1067 6
3269 2810 7
3269 3214 3
3269 717 2
3270 3692 4
3270 3479 2
3270 2901 5
3270 2943 6
3270 1958 2
3271 3965 10
3271 1896 2
3271 1538 1
3271 2294 5
3271 3815 7
3271 1433 8
3272 2680 7
3272 1012 9
3272 191 8
3273 238 8
3273 3300 5
3273 514 10
3273 1643 8
3273 3348 8
3273 3547 7
3274 2874 8
3274 3090 3
3274 305 1
3274 3842 6
3274 3085 4
3274 2127 10
3275 3843 10
3275 3473 7
3275 2005 8
3275 1809 5
3276 3217 1
3276 2968 1
3276 3422 7
3276 76 3
3276 3216 4
3276 1470 1
3277 3350 2
3277 221 2
3277 382 4
3277 1982 10
3277 244 1
3277 1795 1
3277 1951 8
3277 1818 4
3278 393 9
3278 1339 2
3278 442 8
3278 479 9
3278 2304 1
3279 1068 5
3279 827 7
3279 2639 6
3279 2554 6
3279 1999 6
3279 4078 6
3279 1905 10
3280 3957 3
3280 2424 7
3280 1143 5
3280 486 1
3280 2832 6
3280 157 10
3281 4082 9
3281 1143 10
3281 649 5
3281 2647 9
3281 3693 2
3281 3595 4
3282 1778 9
3282 2170 9
3282 3830 2
3282 259 10
3283 1417 2
3283 1061 1
3283 2146 10
3283 1642 9
3283 463 8
3283 2849 5
3283 2323 5
3283 3355 5
3284 2378 2
3284 990 8
3284 2692 10
3284 879 7
3284 1674 8
3284 261 7
3285 3914 10
3285 1842 2
3285 887 4
3285 4036 7
3286 227 8
3286 1592 6
3286 720 1
3287 1761 6
3287 1326 6
3287 2286 10
3287 386 9
3287 2863 6
3287 78 6
3287 3986 9
3287 307 10
3287 445 9
3288 3940 7
3288 529 5
3288 939 4
3288 1459 4
3288 966 4
3288 3798 9
3289 683 2
3289 1323 8
3289 313 10
3289 3093 6
3289 420 2
3289 1586 10
3290 1256 5
3290 1726 5
3290 1772 1
3290 1464 6
3291 3980 10
3291 2147 2
3291 3727 8
3291 641 8
3291 1577 10
3291 1207 8
3292 4035 4
3292 562 2
3292 2492 8
3292 72 4
3292 1535 6
3292 2706 1
3292 2845 9
3292 1676 4
3293 730 3
3293 1964 9
3293 3894 9
3293 2393 6
3293 2790 2
3293 869 7
3294 1139 10
3294 1784 1
3294 2365 7
3294 1750 1
3294 88 1
3294 3565 5
3295 1199 6
3295 2526 4
3295 3472 9
3295 1295 1
3295 2082 1
3295 2587 5
3295 3150 3
3296 1238 1
3296 2562 8
3296 3926 5
3297 2277 10
3297 1317 10
3297 764 4
3297 1292 3
3297 2153 3
3298 3582 2
3298 1921 9
3298 256 6
3298 1318 1
3299 1202 1
3299 177 4
3299 1154 9
3299 2986 9
3299 3936 6
3300 3273 5
3300 290 6
3300 1024 10
3300 2780 4
3300 3986 5
3301 516 10
3301 249 3
3301 2905 10
3301 2844 8
3301 2862 7
3301 2524 1
3301 2837 5
3301 3402 8
3301 3161 10
3301 2999 9
3301 2960 10
3302 3824 3
3302 2495 10
3302 1385 2
3302 1335 8
3302 813 10
3302 1090 5
3302 3901 7
3302 1055 6
3303 656 9
3303 2570 4
3303 3329 5
3303 569 9
3303 2055 2
3303 2018 5
3304 306 7
3304 323 3
3304 2866 5
3304 2095 1
3304 3068 4
3304 3174 3
3304 571 4
3304 1682 3
3304 1345 2
3305 2909 1
3305 656 9
3305 1484 4
3305 3164 2
3305 2571 10
3305 3966 10
3306 3340 10
3306 3728 8
3306 7 2
3306 2608 4
3306 2421 7
3306 2362 1
3306 3003 10
3306 3149 2
3306 903 4
3306 3827 6
3306 1493 7
3307 1841 2
3307 858 8
3307 1451 1
3307 3172 3
3308 1973 1
3308 3439 3
3308 2296 3
3308 1634 2
3308 2457 1
3308 532 10
3308 1046 2
3308 3357 2
3309 2972 8
3309 825 9
3309 3344 4
3309 3911 4
3309 1051 4
3309 574 7
3310 3352 3
3310 534 4
3310 3882 1
3310 2328 7
3310 517 7
3310 3393 4
3310 1929 2
3310 1767 10
3311 733 5
3311 2664 1
3311 1410 5
3311 444 6
3311 1540 6
3311 968 9
3311 2640 6
3312 1875 8
3312 1901 9
3312 3463 6
3312 3969 6
3312 351 2
3312 3927 9
3312 909 8
3312 1050 7
3312 2546 1
3313 3510 4
3313 249 1
3313 3123 6
3314 163 3
3314 549 1
3314 3607 10
3314 1638 7
3314 3195 6
3315 3973 1
3315 104 5
3315 3502 9
3315 3134 9
3315 2764 1
3316 2263 9
3316 3943 7
3316 52 3
3316 849 1
3316 1057 2
3316 1287 5
3316 3156 5
3316 1769 7
3316 3908 3
3316 1059 1
3317 1455 4
3317 2934 2
3317 25 1
3318 2676 4
3318 3981 6
3318 3527 7
3318 1243 4
3319 1259 2
3319 3833 8
3319 1258 3
3319 772 6
3319 1262 7
3319 1837 7
3319 3722 5
3319 1901 7
3319 3677 10
3319 613 2
3320 3232 3
3320 776 10
3320 1169 3
3320 2073 2
3320 839 2
3321 617 8
3321 1811 5
3321 3395 1
3321 1528 3
3321 1681 2
3321 2428 4
3321 1405 4
3321 3810 3
3322 3260 6
3322 3019 9
3322 844 1
3322 74 10
3322 102 10
3323 3149 9
3323 1048 10
3323 808 9
3323 36 2
3323 2902 6
3324 2605 5
3324 1523 2
3324 2765 6
3324 1940 6
3324 3654 5
3325 3120 9
3325 2253 5
3325 1651 5
3325 757 6
3326 1246 9
3326 3442 2
3326 1811 4
3326 213 3
3326 3163 8
3326 3938 9
3327 405 2
3327 3465 10
3327 2497 9
3327 3963 4
3328 2858 3
3328 2911 1
3328 2586 4
3328 4093 9
3328 283 9
3329 3429 5
3329 74 6
3329 2552 8
3329 837 6
3329 3303 5
3329 727 7
3330 3844 5
3330 3646 2
3330 1480 10
3331 190 7
3331 1495 9
3331 2341 7
3331 2280 5
3331 3956 4
3331 3860 5
3331 2735 2
3331 2861 7
3332 2927 1
3332 2012 5
3332 477 7
3332 99 5
3332 3191 4
3332 813 3
3332 3000 8
3333 3213 5
3333 1658 5
3333 450 8
3333 869 3
3333 3025 7
3333 1170 2
3334 3437 6
3334 3514 5
3334 2433 5
3334 1333 6
3334 2050 7
3334 949 8
3334 2985 1
3335 3727 5
3335 889 9
3335 1630 3
3335 3443 4
3336 737 7
3336 1991 8
3336 1580 5
3336 3192 2
3336 2548 1
3336 968 7
3337 151 2
3337 535 7
3337 3856 5
3337 1164 10
3338 411 8
3338 1538 1
3338 2929 5
3338 1978 2
3338 58 10
3338 844 4
3338 1501 9
3338 1059 5
3338 2496 7
3338 343 2
3339 2893 8
3339 3966 7
3339 2075 1
3339 3105 10
3339 756 8
3339 1687 1
3339 3754 4
3339 3947 3
3340 3306 10
3340 1523 7
3340 3955 9
3340 6 9
3340 1945 1
3340 1488 10
3340 2653 8
3340 3688 8
3340 2749 8
3340 3167 8
3340 79 2
3340 1526 2
3340 1585 7
3340 2095 5
3340 768 1
3340 1069 4
3341 3216 6
3341 1781 3
3341 2165 3
3341 2393 5
3341 1828 4
3342 2526 1
3342 1814 2
3342 1977 9
3342 313 2
3342 1930 7
3342 3803 3
3343 2629 5
3343 452 9
3343 353 8
3343 961 9
3343 880 1
3343 2662 7
3343 3725 4
3343 1329 5
3343 1008 10
3343 763 5
3343 2644 8
3344 4013 5
3344 2516 7
3344 3550 5
3344 3797 7
3344 833 6
3344 3309 4
3345 2095 2
3345 439 1
3345 3984 2
3345 2296 7
3345 2670 4
3345 3352 8
3346 1106 7
3346 2232 3
3346 3932 4
3346 3922 10
3346 1295 4
3346 1182 4
3346 594 9
3346 815 1
3347 527 3
3347 3211 10
3347 1929 9
3347 1906 5
3347 280 1
3348 464 5
3348 2700 1
3348 2133 9
3348 3273 8
3349 4053 2
3349 2384 2
3349 2509 5
3349 1247 1
3349 3745 2
3349 910 1
3349 1524 5
3349 2412 6
3349 1260 3
3350 3277 2
3350 2078 2
3350 1625 10
3350 3767 10
3350 1966 1
3350 2711 10
3350 2454 7
3350 196 1
3350 1331 5
3351 659 1
3351 118 2
3351 3428 1
3351 749 9
3351 826 2
3351 2708 6
3351 1021 5
3351 407 2
3351 149 7
3351 3176 3
3352 3310 3
3352 3951 1
3352 2425 5
3352 1010 6
3352 119 9
3352 2677 8
3352 3760 8
3352 3345 8
3352 2116 6
3353 1001 5
3353 730 2
3353 1085 1
3353 2347 7
3353 2704 7
3353 3235 4
3354 3178 9
3354 2172 6
3354 1846 5
3354 2144 3
3355 1166 6
3355 1492 6
3355 3283 5
3355 3655 8
3355 1124 2
3356 64 1
3356 212 2
3356 1912 1
3357 1218 9
3357 1051 1
3357 996 6
3357 3157 5
3357 3308 2
3357 1891 1
3357 1235 6
3358 937 1
3358 1820 1
3358 597 1
3358 3382 1
3358 1882 1
3358 4090 3
3358 1612 2
3358 1884 1
3358 1009 4
3359 2989 7
3359 196 4
3359 1635 8
3359 3632 4
3360 253 9
3360 2051 1
3361 1045 9
3361 2473 9
3361 2292 7
3361 936 5
3361 1725 4
3361 327 5
3361 665 8
3362 2335 7
3362 2937 9
3362 2483 6
3362 3251 4
3362 407 3
3362 1280 2
3362 3407 10
3363 3574 10
3363 3480 7
3363 238 4
3363 3999 6
3363 618 4
3363 3899 5
3364 1123 9
3364 1492 7
3364 2447 8
3364 1335 3
3364 826 9
3364 2229 4
3364 3643 10
3365 2979 5
3365 4025 1
3365 2136 2
3365 2100 2
3365 1338 8
3365 2546 7
3365 3854 10
3365 1368 9
3365 2271 5
3365 2977 5
3366 1645 2
3366 1515 9
3366 236 2
3366 2812 8
3366 175 9
3366 627 6
3367 2281 2
3367 1236 2
3368 36 10
3368 2909 3
3368 3086 8
3368 3846 1
3368 1818 1
3369 332 5
3369 2912 9
3369 869 9
3369 3898 4
3369 1285 3
3369 172 6
3369 812 2
3370 2672 10
3370 2888 7
3370 1850 3
3370 3499 8
3370 1832 1
3370 1431 8
3371 2801 1
3371 1080 10
3371 443 6
3371 3893 5
3371 185 3
3371 2316 6
3372 50 6
3372 3849 9
3372 1137 2
3372 2962 2
3372 4079 10
3373 4014 3
3373 1702 3
3373 4055 9
3374 971 7
3374 2515 7
3375 2299 3
3375 1150 9
3375 2989 9
3375 626 3
3376 1572 7
3376 2233 5
3376 1392 5
3376 1257 3
3376 415 4
3376 598 3
3376 109 2
3377 3403 6
3377 3411 9
3377 1894 4
3377 678 2
3378 461 6
3378 2764 10
3378 3142 5
3378 2613 8
3378 2219 3
3379 3810 8
3379 3510 9
3379 1744 7
3379 3700 8
3379 1986 2
3379 2106 3
3379 756 2
3379 2888 1
3380 1485 8
3380 1857 8
3380 1187 9
3381 355 7
3381 3227 3
3381 4019 3
3381 2485 8
3381 2139 9
3381 3517 3
3382 3665 10
3382 3618 2
3382 3358 1
3382 1591 9
3382 1886 4
3382 746 5
3382 1721 10
3382 2471 2
3382 3938 9
3383 2506 2
3383 257 6
3383 3861 3
3383 3588 4
3383 3619 4
3383 2627 4
3383 2528 10
3383 1881 1
3383 283 5
3384 108 5
3384 583 1
3385 852 9
3385 3783 10
3385 1538 10
3385 3931 5
3385 545 8
3385 3042 1
3385 1533 9
3385 1555 2
3386 3840 5
3386 1863 9
3387 530 7
3387 1842 10
3387 3966 10
3388 699 2
3388 3960 2
3388 1644 4
3389 2685 1
3389 1162 6
3389 1059 6
3390 3406 3
3390 2804 10
3390 1028 1
3390 3754 2
3391 3937 2
3391 4020 10
3391 2036 4
3391 1653 6
3391 449 10
3391 739 1
3391 2067 3
3392 681 3
3392 296 3
3392 1138 9
3392 474 7
3392 365 1
3392 1211 1
3392 2919 4
3393 223 8
3393 3724 7
3393 3490 6
3393 3310 4
3393 1509 2
3393 2406 5
3394 3450 9
3394 3188 3
3394 2492 4
3394 3031 3
